tribe,language_classification,langauge_primary_name,language__alternate_names,language_dialect_varieties,language_comments,"locations_places_comments
",resource_title,resource_url,resource_url2,resource_url3,resource_institution,resource_publisher,citation,orthography_comment,vitality_public_comment,,,,
Shawnee,Algic; Algonquian,Shawnee,,,,"Oklahoma
The Absentee Shawnee Tribe, in and around the town of Shawnee; the Eastern Shawnee Tribe, in Ottawa County; the Loyal Shawnee (or “Cherokee Shawnee”), in the Cherokee region of northeastern Oklahoma, mainly around Whiteoak.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"The Absentee Shawnee Tribe, located in and around the town of Shawnee, near the Citizen Potawatomi Nation, has about 2,000 members. At least 100 Absentee Shawnees are fluent speakers of the language, constituting the largest Shawnee-speaking community. The language remains in use on ceremonial occasions, and informal language classes for adults are offered on an irregular schedule. The Eastern Shawnee Tribe, whose 1,500 members live in Ottawa County near the Oklahoma Seneca community, has only a few elderly Shawnee speakers. The Loyal Shawnee (or “Cherokee Shawnee”), a group of about 8,000, reside in the Cherokee region of northeastern Oklahoma, mainly around Whiteoak.-- -- The Absentee Shawnee Tribe, located in and around the town of Shawnee, near the Citizen Potawatomi Nation, has about 2,000 members. At least 100 Absentee Shawnees are fluent speakers of the language, constituting the largest Shawnee-speaking community. The language remains in use on ceremonial occasions, and informal language classes for adults are offered on an irregular schedule. The Eastern Shawnee Tribe, whose 1,500 members live in Ottawa County near the Oklahoma Seneca community, has only a few elderly Shawnee
speakers. The Loyal Shawnee (or “Cherokee Shawnee”), a group of about 8,000, reside in the Cherokee region of northeastern Oklahoma, mainly around Whiteoak.",,,,
Shawnee,Algic; Algonquian,Shawnee,,,,Oklahoma,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Shawnee,Algic; Algonquian,Shawnee,,,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Shawnee,Algic; Algonquian,Shawnee,,,,Oklahoma,,,,,,,"Ben Barnes. 2012. ""Second Chief of the Shawnee Tribe, Personal Communication."" ",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,"Central to northeastern Nevada; Idaho, Fort Hall Reservation. Northern Shoshoni in Wind River Reservation, Wyoming; Goshute in west Utah.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,Data for the number of native speakers comes from 2000 census; Data for the number of ethnic population comes from SIL 1977.-- -- Mostly adults 50 and older but a few children learn the language as L1 in Duck Valley and Gusiute communities. ,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,"Nevada; Utah; Idaho;; Wyoming
Although there are a few large reservations which are exclusively (or at least half) Shoshoni, there are dozens of smaller reservations and communities scattered throughout the region. Western Shoshoni includes the communities throughout Nevada except for the Gosiute and Duck Valley communities. Northern Shoshoni includes the Duck Valley and Fort Hall communities as well as the smaller communities of northern Utah and southern Idaho. Eastern Shoshoni includes the Wind River community in Wyoming. Gosiute includes the Gosiute and Skull Valley communities in Utah. The largest speech community is at Fort Hall.-- -- Central to northeastern Nevada; Idaho, Fort Hall Reservation. Northern Shoshoni in Wind River Reservation, Wyoming; Goshute in west Utah.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Altogether, there are around 1000 actively fluent speakers of Shoshoni, and perhaps another 1000 with more restricted competence. While a few children still learn Shoshoni as a first language in the Duck Valley and Gosiute communities, the majority of speakers are over 50.",,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,The Shoshone language is spoken and taught at the SYLAP (Shoshone Youth Language Apprenticeship Program) in Salt Lake City Utah. More information on SYLAP can be found at http://shoshoniproject.utah.edu/sylap/,,,http://shoshoniproject.utah.edu,,,University of Utah,,"""Shoshoni Language Project.""  Online: http://shoshoniproject.utah.edu.",,,,,,
Shoshone,Uto-Aztecan; Northern Uto-Aztecan; Numic,Shoshone,Shoshoni; Shoshoni-Goshiute; Shonshoni,Western Shoshone; Northern Shoshone; Eastern Shoshone,,"Idaho; Nevada; Utah; Wyoming
Idaho: Fort Hall Reservation; Nevada: central to northeast. Wyoming: Wind River Reservation (Northern Shoshoni dialect); Utah: west (Gosiute dialect).","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"1,000 (Golla 2007). Also 1,000 speakers who are not fluent (Golla 2007). Ethnic population: 7,000 (1977 SIL).-- -- Mostly adults 50 and older but a few children learn the language as L1 in Duck Valley and Gusiute communities",,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
",Canada,"Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Ethnologue distinguishes 4 Dakota languages: Assiniboine [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
15,400 in US (1990 census), decreasing. 31 monolinguals (1990 census). 250 Yanktonais (1997 D. Parks); Census (2000) data may include Lakota. Population total all countries: 19,280. Ethnic population: 5,000 Yanktonais (1997 D. Parks); 20,475 (2000 census).",,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
",Canada,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
",,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
",Canada,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
",Canada,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
","Canada
Minnesota, Manitoba, Saskatchewan, Nebraska, North Dakota, South Dakota",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,,,,,
Sioux,Siouan; Mississippi Valley Siouan; Dakota,Sioux,Lakota,Santee-Sisseton (Dakota); Yankton-Yanktonai; Teton (Lakota),"     Sioux is the cover term for the varieties of the Dakotan dialect complex, with three well defined dialect areas:  Stoney, currently spoken in southwestern Alberta;  Assinibone, in southern Saskatchewan and northern Montana;  and Sioux, spoken widely in North and South Dakota, Minnesota, and in southern Manitoba and Saskatchewan.  Intelligibility between these dialect areas is low, although speakers can communicate after a while with some difficulty, and they are perhaps best considered emergent languages. Sioux is further divided into three major dialects, Santee-Sisseton (Dakota), Yankton-Yanktonai, and Teton (Lakota), between which there is a fair degree of mutual intelligibility.
     Ethnologue distinguishes four Dakota languages: Assiniboine  [asb], Dakota [dak], Lakota [lkt], Stoney [sto].
","Minnesota; Montana; Nebraska; North Dakota; South Dakota. Canada: Alberta; Manitoba; Saskatchewan.
Dakota [dak]: Minnesota: Upper Sioux, Lower Sioux, Prior Lake, Prairie Island, Minneapolis; Montana: Fort Peck reservation; Nebraska: Santee; North Dakota: Devils Lake, northern Standing Rock reservation, Sisseton-Lakota Traverse reservation; South Dakota: Crow Creek, Sisseton-Lakota Traverse and Yankton reservations, Flandreau. Canada: Manitoba: south; Saskatchewan: Oak River and Oak Lake, Long Plain west of Winnipeg, Standing Buffalo, Birdtail, Stony Wahpeton, and Moose Woods. May be at Wood Mountain Reserve.

Lakota [lkt]: US: Nebraska: northwest corner; North Dakota: Bismark, Standing Rock reservation; South Dakota: Cheyenne River, Lower Brule reservation, Pine Ridge, Rapid City, Rosebud; Urban centers including Denver, Minneapolis, Chicago, Los Angeles, Seattle. Canada: Saskatchewan: Wood Mountain Reserve.

Stoney [sto]: 
Alberta province: Alexis, Bighorn, Eden Valley, Morley, and Paul reserves west and northwest of Calgary and west of Edmonton.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"Dakota [dak]: US: 100 (2016 W. Meya). Ethnic population: 170,000 (2016 Lakota Language Consortium). Includes all ethnic Sioux.   Canada: 190 (2016 W. Meya). 2300 L1 speakers of all Sioux dialects in a total population of 175,000, of which 5,000 reside in Canada (2016 Lakota Language Consortium). Ethnic population: 5,000 (2016 Lakota Language Consortium). Includes all ethnic Sioux.

Lakota [ltk]: US: 2000 (1997 W. Meya). 2300 L1 speakers of all Sioux dialects in a total population of 175,000. L2 users: 100 in US (2016 W. Meya). Ethnic population: 170,000 (2016 W. Meya). Includes all ethnic Sioux. Total users in all countries: 2200 (as L1: 2,100; as L2: 100). Canada: 100 (2016 Lakota Language Consortium). Ethnic population: 5000 (2016 Lakota Language Consortium). Includes all ethnic Sioux.

Stoney [sto]: 3160 (2011 census). Ethnic population: 3200 (Golla 2007).

",,,,
Thlopthlocco Tribal Town,Muskogean,Muskogee (Creek),,,,,https://cmn.edu/mvskoke-language-chart/,http://www.hello-oklahoma.com/muscogee.htm,https://www.webonary.org/muscogee/,https://library.si.edu/digital-library/book/englishmuskokeed00loug,,,,,The Muskogee language is endangered but remains in use among some community members.,,,,
Tonkawa Tribe Of Indians Of Oklahoma,Tonkawa (Isolate),Tonkawa,,,,,,https://tonkawatribe.com/language-culture/language/,https://tonkawatribe.com/wp-content/uploads/2022/11/Tonkawa-English-Dictionary.pdf,,,,,,"The Tonkawa language is extinct, with no known fluent speakers.",,,,
United Keetoowah Band Of Cherokee Indians,Iroquoian,Cherokee,,,,,,https://language.cherokee.org/word-list/,https://www.cherokeedictionary.net/,,,,,,The Cherokee language is endangered but has a significant number of speakers and robust revitalization programs.,,,,
Wichita And Affiliated Tribes,Caddoan,Wichita,,,,,,https://wichitatribe.com/dictionary/,https://dobes.mpi.nl/posters/print/americas-wichita-print.pdf,https://www.omniglot.com/writing/wichita.htm,,,,,"The Wichita language is critically endangered, with efforts to document and revitalize it.",,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,"Oklahoma
West central Oklahoma, Caddo county, Anadarko.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Speaker number data: (2008). Ethnic population data (D. Rood 2000).
(Unchanged 2016.)",,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,Oklahoma,Encyclopedia of the World's Endangered Languages,,,,,London & New York: Routledge,"Golla, Victor. 2007. ""North America."" In Encyclopedia of the World's Endangered Languages,  edited by C. Moseley. 1-96. London & New York: Routledge.",,,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,"Oklahoma
Caddo County in central Oklahoma, primarily in and around the town of Anadarko.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"There are fewer than 10 elderly speakers of the language in a total tribal population of approximately 2,100.",,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,Oklahoma,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,,The World Atlas of Language Structures,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,,The Last Living Speaker of Wichita,http://www.npr.org/templates/story/story.php?storyId=18532656,,,,,"The Last Living Speaker of Wichita. NPR. Jan. 30, 2008.
 http://www.npr.org/templates/story/story.php?storyId=18532656",,Doris McLemore is reported to be the last surviving native speaker of Wichita.,,,,
Wichita,Caddoan,Wichita,Witchita,Waco; Tawakoni,,,Last Wichita speaker passes away,http://www.kswo.com/story/32940602/last-wichita-speaker-passes-away,,,,ABC,,,"It was reported on August 31, 2016 by ABC news that Doris McLemore, the last native speaker of Wichita has passed away.",,,,
Wyandotte Nation,Iroquoian,Wyandot,,,,,https://glosbe.com/en/wya,https://languewendat.com/en/liste_fr/,https://www.native-languages.org/wyandot_words.htm,https://www.wyandot.org/wyandotKS/wyandot-language-files/,,,,,"The Wyandot language is critically endangered, with ongoing efforts to revive it",,,,
